FALSE.	TRUE.	uniprotKb	protein	gene	isSumo	predict
0.997813454568386	0.0021865454316139	A0A023PXH6	Putative uncharacterized membrane protein YMR172C-A	ACK1	FALSE	FALSE
0.989236249625683	0.0107637503743172	A0A023PXH9	Putative uncharacterized membrane protein YDR149C	YOR302W	FALSE	FALSE
0.997621922791004	0.00237807720899585	A0A023PXI0	Putative uncharacterized membrane protein YMR306C-A	ACK1	FALSE	FALSE
0.997512186169624	0.00248781383037566	A0A023PXI4	Putative uncharacterized protein YDR203W	YAF9	FALSE	FALSE
0.994927688539028	0.00507231146097187	A0A023PXI5	Putative uncharacterized protein YPR197C	ACK1	FALSE	FALSE
0.997843556702137	0.00215644329786302	A0A023PXI8	Putative uncharacterized protein YER006C-A	YAF9	FALSE	FALSE
0.997522479295731	0.00247752070426943	A0A023PXJ3	Putative uncharacterized membrane protein YER076W-A	YOR302W	FALSE	FALSE
0.998342228531838	0.00165777146816248	A0A023PXJ7	Putative uncharacterized membrane protein YER107W-A	AAT2	FALSE	FALSE
0.989624280035496	0.0103757199645043	A0A023PXK2	Putative uncharacterized membrane protein YER148W-A	AEP3	FALSE	FALSE
0.987512238919735	0.0124877610802651	A0A023PXK7	Putative uncharacterized membrane protein YFL021C-A	YAF9	FALSE	FALSE
0.994641206264496	0.00535879373550419	A0A023PXL1	Putative uncharacterized membrane protein YHL019W-A	ACP1	FALSE	FALSE
0.996328200697899	0.00367179930210115	A0A023PXL7	Putative uncharacterized membrane protein YHR056W-A	AEP2	FALSE	FALSE
0.998004884421825	0.00199511557817456	A0A023PXM2	Putative uncharacterized protein YHR131W-A	AFG3	FALSE	FALSE
0.998359701037407	0.0016402989625931	A0A023PXM7	Putative uncharacterized protein YIL020C-A	AAC3	FALSE	FALSE
0.997512186169624	0.00248781383037566	A0A023PXN3	Putative uncharacterized protein YIL068W-A	AAC3	FALSE	FALSE
0.996324949264526	0.00367505073547358	A0A023PXN9	Putative uncharacterized membrane protein YIL171W-A	YAF9	FALSE	FALSE
0.997748728990555	0.00225127100944522	A0A023PXP4	Putative uncharacterized protein YLR235C	AEP2	FALSE	FALSE
0.998317866027355	0.00168213397264483	A0A023PXP7	Putative uncharacterized protein YML034C-A	YAF9	FALSE	FALSE
0.986978415846825	0.0130215841531753	A0A023PXQ4	Putative uncharacterized membrane protein YMR173W-A	AAC3	FALSE	FALSE
0.998219311535358	0.00178068846464152	A0A023PXQ9	Putative uncharacterized membrane protein YMR316C-B	AEP3	FALSE	FALSE
0.997785288989544	0.00221471101045612	A0A023PYC6	Putative uncharacterized membrane protein YAL016C-A	ACP1	FALSE	FALSE
0.998124483823776	0.00187551617622372	A0A023PYD0	Putative uncharacterized membrane protein YAL059C-A	YAF9	FALSE	FALSE
0.998388110995293	0.00161188900470732	A0A023PYD3	Putative uncharacterized protein YDR094W	AEP1	FALSE	FALSE
0.995656478404999	0.00434352159500118	A0A023PYD7	Putative uncharacterized membrane protein YDR187C	ACK1	FALSE	FALSE
0.995882853269577	0.00411714673042296	A0A023PYD9	Putative uncharacterized membrane protein YEL018C-A	AFG3	FALSE	FALSE
0.997461229264736	0.00253877073526387	A0A023PYE4	Putative uncharacterized membrane protein YER067C-A	ACK1	FALSE	FALSE
0.995220242440701	0.00477975755929949	A0A023PYE9	Putative uncharacterized protein YER087C-A	AEP1	FALSE	FALSE
0.998414879441261	0.00158512055873872	A0A023PYF4	Putative uncharacterized protein YER145C-A	AEP2	FALSE	FALSE
0.997463032305241	0.00253696769475942	A0A023PYF7	Putative uncharacterized protein YER172C-A	AFG3	FALSE	FALSE
0.996794171631336	0.00320582836866379	A0A023PYG1	Putative uncharacterized membrane protein YHL002C-A	ACK1	FALSE	FALSE
0.997754072844982	0.00224592715501781	A0A023PYG5	Putative uncharacterized protein YHL046W-A	AEP2	FALSE	FALSE
0.997986285984516	0.00201371401548389	A0A023PYH0	Putative uncharacterized protein YHR070C-A	AEP3	FALSE	FALSE
0.997785288989544	0.00221471101045612	A0A023PYH5	Putative uncharacterized protein YHR193C-A	AAC3	FALSE	FALSE
0.996923640072346	0.00307635992765432	A0A023PYH8	Putative uncharacterized protein YIL047C-A	ACP1	FALSE	FALSE
0.997928423583508	0.00207157641649247	A0A023PYI2	Putative uncharacterized protein YIL142C-A	AEP2	FALSE	FALSE
0.996828812360764	0.00317118763923641	A0A023PYI5	Putative uncharacterized membrane protein YIR036W-A	ACP1	FALSE	FALSE
0.997522479295731	0.00247752070426943	A0A023PYJ0	Putative uncharacterized membrane protein YML009C-A	AAC3	FALSE	FALSE
0.997907797396183	0.00209220260381704	A0A023PYJ4	Putative uncharacterized protein YMR153C-A	AAT2	FALSE	FALSE
0.99796059191227	0.0020394080877304	A0A023PYJ7	Putative uncharacterized membrane protein YMR304C-A	AEP2	FALSE	FALSE
0.996753032803535	0.00324696719646456	A0A023PYK2	Putative uncharacterized membrane protein YPR170C	AAT2	FALSE	FALSE
0.998443952798843	0.00155604720115665	A0A023PZ94	Putative uncharacterized membrane protein YAL031W-A	AEP3	FALSE	FALSE
0.997931516766548	0.00206848323345188	A0A023PZ99	Putative uncharacterized protein YDR008C	YAF9	FALSE	FALSE
0.997790987491608	0.00220901250839234	A0A023PZA4	Putative uncharacterized protein YDR154C	AAT2	FALSE	FALSE
0.997845247983932	0.00215475201606752	A0A023PZA9	Putative uncharacterized protein YDR230W	ACP1	FALSE	FALSE
0.998527988791466	0.00147201120853424	A0A023PZB3	Protein FMP49, mitochondrial (Found in mitochondrial proteome protein 49)	FMP49	FALSE	FALSE
0.997619551122189	0.00238044887781141	A0A023PZB8	Putative uncharacterized membrane protein YER079C-A	AAC3	FALSE	FALSE
0.997522479295731	0.00247752070426943	A0A023PZC3	Putative uncharacterized protein YER133W-A	ACP1	FALSE	FALSE
0.994028659760952	0.005971340239048	A0A023PZC7	Putative uncharacterized protein YER152W-A	YAF9	FALSE	FALSE
0.995578647255898	0.00442135274410249	A0A023PZD0	Putative uncharacterized protein YFR036W-A	ACK1	FALSE	FALSE
0.998113911747932	0.0018860882520676	A0A023PZD5	Putative uncharacterized protein YHL030W-A	AAC3	FALSE	FALSE
0.997922133207321	0.00207786679267885	A0A023PZE1	Putative uncharacterized membrane protein YHR063W-A	AEP3	FALSE	FALSE
0.997281901240349	0.00271809875965123	A0A023PZE2	Putative uncharacterized membrane protein YAL047W-A	YOR302W	FALSE	FALSE
0.99770087480545	0.00229912519454956	A0A023PZE4	Putative uncharacterized protein YHR165W-A	YAF9	FALSE	FALSE
0.997528301775455	0.00247169822454452	A0A023PZE6	Putative uncharacterized membrane protein YDR048C	ACK1	FALSE	FALSE
0.998247400820255	0.00175259917974468	A0A023PZE8	Putative uncharacterized protein YDR157W	YOR302W	FALSE	FALSE
0.998072979152203	0.00192702084779739	A0A023PZE9	Putative uncharacterized protein YIL029W-A	AEP1	FALSE	FALSE
0.997506701350212	0.00249329864978787	A0A023PZF2	Putative uncharacterized protein YEL009C-A	AAC3	FALSE	FALSE
0.998321371078491	0.00167862892150883	A0A023PZF3	Putative uncharacterized protein YIL071W-A	AEP3	FALSE	FALSE
0.998219311535358	0.00178068846464152	A0A023PZF5	Putative uncharacterized protein YER046W-A	AEP3	FALSE	FALSE
0.997863963842392	0.00213603615760805	A0A023PZF9	Putative uncharacterized membrane protein YIR023C-A	AAC3	FALSE	FALSE
0.995247458517551	0.00475254148244852	A0A023PZG0	Putative uncharacterized membrane protein YER084W-A	AAT2	FALSE	FALSE
0.997785288989544	0.00221471101045612	A0A023PZG4	Putative uncharacterized protein YLR236C	ACK1	FALSE	FALSE
0.996923640072346	0.00307635992765432	A0A023PZG5	Putative uncharacterized protein YER137W-A	AEP3	FALSE	FALSE
0.998563046455383	0.0014369535446167	A0A023PZG9	Putative uncharacterized membrane protein YML047W-A	YOR302W	FALSE	FALSE
0.997649677991867	0.0023503220081329	A0A023PZH1	Putative uncharacterized membrane protein YER165C-A	AEP3	FALSE	FALSE
0.997522479295731	0.00247752070426943	A0A023PZH4	Putative uncharacterized protein YFR052C-A	AEP3	FALSE	FALSE
0.99842845916748	0.00157154083251954	A0A023PZH5	Putative uncharacterized membrane protein YMR290W-A	AAT2	FALSE	FALSE
0.996693957448006	0.00330604255199429	A0A023PZH9	Putative uncharacterized protein YHL034W-A	ACP1	FALSE	FALSE
0.997522479295731	0.00247752070426943	A0A023PZI1	Putative uncharacterized protein OPI11 (Overproducer of inositol protein 11)	OPI11	FALSE	FALSE
0.99855703741312	0.0014429625868797	A0A023PZI4	Putative uncharacterized membrane protein YHR069C-A	ACP1	FALSE	FALSE
0.997558418214321	0.00244158178567888	A0A023PZI9	Putative uncharacterized protein YHR182C-A	AEP1	FALSE	FALSE
0.996923640072346	0.00307635992765432	A0A023PZJ3	Putative uncharacterized membrane protein YIL030W-A	ACP1	FALSE	FALSE
0.997522479295731	0.00247752070426943	A0A023PZJ9	Putative uncharacterized protein YIL115W-A	AEP1	FALSE	FALSE
0.996801263093948	0.00319873690605166	A0A023PZK4	Putative uncharacterized protein YIR030W-A	YAF9	FALSE	FALSE
0.997461229264736	0.00253877073526387	A0A023PZK9	Putative uncharacterized membrane protein YLR458W	AAC3	FALSE	FALSE
0.998556994795799	0.00144300520420071	A0A023PZL2	Putative uncharacterized membrane protein YMR119W-A	AAT2	FALSE	FALSE
0.9974821215868	0.00251787841320039	A0A023PZL7	Putative uncharacterized protein YMR294W-A	YAF9	FALSE	FALSE
0.997718626856804	0.0022813731431961	A0A023PZM3	Putative uncharacterized membrane protein YPR050C	AEP1	FALSE	FALSE
0.997744202315807	0.00225579768419271	A0A0B7P221	Uncharacterized protein RDT1 (Ribosomally detected transcript 1)	RDT1	FALSE	FALSE
0.982099156677723	0.017900843322277	A0A0B7P3V8	Transposon Ty4-P Gag-Pol polyprotein (TY4A-TY4B) (Transposon Ty4 TYA-TYB polyprotein) [Includes: Capsid protein (CA); Ty4 protease (PR) (EC 3.4.23.-); Integrase (IN); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4)]	TY4B-P	FALSE	FALSE
0.899433525949717	0.100566474050283	A2P2R3	Putative glutamine--fructose-6-phosphate aminotransferase [isomerizing] (GFAT) (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (Hexosephosphate aminotransferase)	ACP1	FALSE	FALSE
0.994971117973328	0.0050288820266724	A5Z2X5	UPF0495 protein YPR010C-A	AEP1	FALSE	FALSE
0.997494859695435	0.00250514030456539	D6VPM8	Putative DUP240 protein YAR023C	ACK1	FALSE	FALSE
0.976665989160538	0.0233340108394623	D6VTK4	Pheromone alpha factor receptor	STE2	FALSE	FALSE
0.98269543170929	0.0173045682907105	D6W196	Truncated non-functional calcium-binding mitochondrial carrier SAL1-1 (Suppressor of AAC2 lethality)	SAL1	FALSE	FALSE
0.998403736352921	0.00159626364707943	I2HB52	Uncharacterized protein YBR056W-A	YAF9	FALSE	FALSE
0.997245826125145	0.00275417387485499	I2HB70	Uncharacterized protein YMR316C-A	ACK1	FALSE	FALSE
0.889652653485537	0.110347346514463	O13297	mRNA-capping enzyme subunit beta (EC 3.1.3.33) (Polynucleotide 5'-triphosphatase) (mRNA 5'-triphosphatase) (TPase)	CET1	TRUE	FALSE
0.599842369556427	0.400157630443573	O13329	DNA replication fork-blocking protein FOB1	FOB1	TRUE	TRUE
0.997562880516052	0.00243711948394776	O13511	Uncharacterized protein YAL065C	AEP1	FALSE	FALSE
0.998485341668129	0.00151465833187103	O13512	Uncharacterized membrane protein YAL064W-B	YAF9	FALSE	FALSE
0.997649677991867	0.0023503220081329	O13513	Putative uncharacterized protein YAL056C-A	AEP1	FALSE	FALSE
0.997461229264736	0.00253877073526387	O13514	Putative uncharacterized protein YAL042C-A	ACK1	FALSE	FALSE
0.998426773548126	0.00157322645187374	O13515	Putative uncharacterized protein YAL034C-B	AAT2	FALSE	FALSE
0.888843088001013	0.111156911998987	O13516	40S ribosomal protein S9-A (RP21) (S13) (YP28) (YS11)	RPS9A	FALSE	FALSE
0.997878748774529	0.00212125122547147	O13517	Putative uncharacterized protein YPL102C	ACK1	FALSE	FALSE
0.997708333730698	0.00229166626930233	O13518	Putative uncharacterized protein YPL114W	AAT2	FALSE	FALSE
0.996859262287617	0.00314073771238332	O13519	Putative uncharacterized protein YPL136W	AAT2	FALSE	FALSE
0.995508824288845	0.00449117571115498	O13520	Putative uncharacterized protein YPL044C	AAC3	FALSE	FALSE
0.997619551122189	0.00238044887781141	O13521	Putative uncharacterized protein YPL035C	ACP1	FALSE	FALSE
0.997836812734604	0.0021631872653961	O13522	Putative uncharacterized protein YDR396W	YOR302W	FALSE	FALSE
0.996521676182747	0.0034783238172531	O13523	Putative uncharacterized protein YDR401W	ACK1	FALSE	FALSE
0.968529992550611	0.0314700074493885	O13525	Ubiquinone biosynthesis protein COQ4, mitochondrial (Coenzyme Q biosynthesis protein 4)	COQ4	FALSE	FALSE
0.984768560230732	0.015231439769268	O13527	Truncated transposon Ty1-A Gag-Pol polyprotein (TY1B) (Transposon Ty1 TYB polyprotein) [Cleaved into: Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	TY1B-A	FALSE	FALSE
0.997899625897408	0.00210037410259245	O13529	Protein ECM12 (Extracellular mutant protein 12)	ECM12	FALSE	FALSE
0.997630159854889	0.0023698401451111	O13530	Putative uncharacterized protein YLR198C	YOR302W	FALSE	FALSE
0.996923640072346	0.00307635992765432	O13531	Putative uncharacterized protein YLR202C	AFG3	FALSE	FALSE
0.997461229264736	0.00253877073526387	O13532	Putative uncharacterized protein YLR217W	AEP3	FALSE	FALSE
0.997737958729267	0.00226204127073293	O13533	Putative uncharacterized protein YHR049C-A	AEP1	FALSE	FALSE
0.997294953167439	0.00270504683256145	O13534	Putative uncharacterized protein YHR214W-A	AEP2	FALSE	FALSE
0.982735847830772	0.0172641521692276	O13535	Transposon Ty1-H Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	TY1B-H	FALSE	FALSE
0.997512186169624	0.00248781383037566	O13536	Putative uncharacterized protein YHR139C-A	AAC3	FALSE	FALSE
0.997646790146828	0.00235320985317233	O13537	Putative uncharacterized protein YHR145C	AFG3	FALSE	FALSE
0.892286867499351	0.107713132500649	O13539	THO complex subunit THP2	THP2	FALSE	FALSE
0.996828812360764	0.00317118763923641	O13540	Putative uncharacterized protein YLR279W	AEP3	FALSE	FALSE
0.998359701037407	0.0016402989625931	O13541	Putative uncharacterized protein YLR280C	AAC3	FALSE	FALSE
0.996923640072346	0.00307635992765432	O13542	Putative uncharacterized protein YLR282C	AAC3	FALSE	FALSE
0.997720911204815	0.00227908879518512	O13543	Putative uncharacterized protein YLR294C	AEP3	FALSE	FALSE
0.997649677991867	0.0023503220081329	O13544	Putative uncharacterized protein YLR302C	AEP3	FALSE	FALSE
0.997427651584148	0.00257234841585163	O13545	Putative uncharacterized protein YLR374C	ACK1	FALSE	FALSE
0.997512186169624	0.00248781383037566	O13546	Putative uncharacterized protein YLR232W	ACK1	FALSE	FALSE
0.990436045229435	0.00956395477056504	O13547	Covalently-linked cell wall protein 14 (Inner cell wall protein)	CCW14	FALSE	FALSE
0.997975753843784	0.00202424615621566	O13548	Putative uncharacterized protein YPR099C	AAC3	FALSE	FALSE
0.996859262287617	0.00314073771238332	O13549	Uncharacterized protein VPS63	VPS63	FALSE	FALSE
0.998525992035866	0.00147400796413422	O13550	Putative uncharacterized protein YLR269C	AAT2	FALSE	FALSE
0.996324949264526	0.00367505073547358	O13553	Putative uncharacterized protein YLR317W	ACK1	FALSE	FALSE
0.996859262287617	0.00314073771238332	O13554	Putative uncharacterized protein VPS65	VPS65	FALSE	FALSE
0.996923640072346	0.00307635992765432	O13555	Putative uncharacterized protein JIP3	JIP3	FALSE	FALSE
0.963079954683781	0.0369200453162193	O13556	Putative uncharacterized protein YLR462W	AEP1	FALSE	FALSE
0.997353187203407	0.00264681279659273	O13557	Putative uncharacterized protein YLR463C	AEP1	FALSE	FALSE
0.998144640624523	0.00185535937547687	O13558	Putative uncharacterized protein BSC3	BSC3	FALSE	FALSE
0.975847417712212	0.0241525822877884	O13559	Y' element ATP-dependent helicase protein 1 copy 4 (EC 3.6.4.12)	YRF1-4	FALSE	FALSE
0.996923640072346	0.00307635992765432	O13560	Putative uncharacterized protein YLR444C	AAC3	FALSE	FALSE
0.997522479295731	0.00247752070426943	O13561	Putative uncharacterized protein YLR169W	AEP2	FALSE	FALSE
0.997315943539143	0.00268405646085734	O13562	Putative uncharacterized protein YLR171W	YAF9	FALSE	FALSE
0.943285571038723	0.056714428961277	O13563	26S proteasome regulatory subunit RPN13 (Proteasome non-ATPase subunit 13)	RPN13	FALSE	FALSE
0.997876538336277	0.00212346166372301	O13564	Putative uncharacterized protein YLR428C	ACP1	FALSE	FALSE
0.994648303985596	0.00535169601440433	O13565	Uncharacterized protein YLR358C	ACK1	FALSE	FALSE
0.996693957448006	0.00330604255199429	O13566	Putative uncharacterized protein YPR123C	YOR302W	FALSE	FALSE
0.994709361791611	0.00529063820838926	O13567	Putative uncharacterized protein YPR126C	AEP2	FALSE	FALSE
0.996834346652031	0.00316565334796903	O13568	Putative uncharacterized protein YPR130C	AEP3	FALSE	FALSE
0.996979614198208	0.00302038580179209	O13569	Uncharacterized protein YPR136C	AEP3	FALSE	FALSE
0.988204198181629	0.0117958018183708	O13570	Putative uncharacterized protein YPR142C	YAF9	FALSE	FALSE
0.996923640072346	0.00307635992765432	O13571	Putative uncharacterized protein YPR146C	AAT2	FALSE	FALSE
0.994983415305615	0.00501658469438548	O13572	Putative uncharacterized protein YPR150W	AEP3	FALSE	FALSE
0.998667437434197	0.0013325625658035	O13573	Putative uncharacterized protein YLR252W	ACP1	FALSE	FALSE
0.996923640072346	0.00307635992765432	O13574	Putative uncharacterized protein YLR255C	YOR302W	FALSE	FALSE
0.997668601572514	0.00233139842748642	O13575	Putative uncharacterized protein YPR177C	AAC3	FALSE	FALSE
0.997601529061794	0.00239847093820567	O13576	Putative uncharacterized protein YLR434C	ACK1	FALSE	FALSE
0.996747582554817	0.00325241744518279	O13577	Damage-regulated import facilitator 1	DIF1	FALSE	FALSE
0.998520670831203	0.00147932916879656	O13578	Putative uncharacterized protein YLR415C, mitochondrial	AEP1	FALSE	FALSE
0.997813454568386	0.0021865454316139	O13579	Putative uncharacterized protein YLR379W	ACK1	FALSE	FALSE
0.997813454568386	0.0021865454316139	O13582	Putative uncharacterized protein YPR076W	AAT2	FALSE	FALSE
0.996923640072346	0.00307635992765432	O13583	Putative uncharacterized protein YPR077C	ACK1	FALSE	FALSE
0.998378086388111	0.0016219136118889	O13584	Putative uncharacterized protein VPS69	VPS69	FALSE	FALSE
0.976207646131515	0.0237923538684846	O13585	Dilute domain-containing protein YPR089W	YAF9	FALSE	FALSE
0.997281901240349	0.00271809875965123	O13586	Putative uncharacterized protein YPR092W	AAC3	FALSE	FALSE
0.997818956971169	0.00218104302883149	O13587	Uncharacterized protein YPR096C	YOR302W	FALSE	FALSE
0.997631564438343	0.002368435561657	O13588	Putative uncharacterized protein YAL069W	AEP2	FALSE	FALSE
0.601797061599791	0.398202938400209	O14455	60S ribosomal protein L36-B (L39) (YL39)	RPL36B	FALSE	TRUE
0.980900050103664	0.0190999498963356	O14464	54S ribosomal protein RTC6, mitochondrial (Restriction of telomere capping protein 6) (Translation associated element 4)	RTC6	FALSE	FALSE
0.976194240450859	0.0238057595491409	O14467	Multiprotein-bridging factor 1 (Suppressor of frameshift mutations protein 13)	MBF1	FALSE	FALSE
0.993965725302696	0.00603427469730378	O14468	Uncharacterized protein YOR304C-A	ACP1	FALSE	FALSE
0.995847863256931	0.00415213674306869	O42831	Putative inosine-5'-monophosphate dehydrogenase-like protein YAR075W	YOR302W	FALSE	FALSE
0.997398401796818	0.00260159820318218	O43137	Uncharacterized protein YBR085C-A	ACK1	FALSE	FALSE
0.997707816064358	0.00229218393564223	O60200	Mitochondrial distribution and morphology protein 35	MDM35	FALSE	FALSE
0.979463319182396	0.0205366808176041	O74302	Transposon Ty1-DR4 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	TY1A-DR4	FALSE	FALSE
0.992278861701488	0.00772113829851151	O74700	Mitochondrial import inner membrane translocase subunit TIM9	TIM9	FALSE	FALSE
0.997411565482616	0.00258843451738355	O75012	37S ribosomal protein MRP10, mitochondrial (YmS-T)	MRP10	FALSE	FALSE
0.991189007759094	0.00881099224090576	O94084	Putative uncharacterized protein OPI9	OPI9	FALSE	FALSE
0.996511609554291	0.00348839044570926	O94085	Putative uncharacterized protein YLR339C	ACK1	FALSE	FALSE
0.998177215754986	0.00182278424501414	O94086	Putative uncharacterized protein YLR349W	ACP1	FALSE	FALSE
0.99855703741312	0.0014429625868797	O94143	Putative uncharacterized protein BUD19	BUD19	FALSE	FALSE
0.937335959374905	0.0626640406250953	O94742	26S proteasome complex subunit SEM1	SEM1	FALSE	FALSE
0.932914746850729	0.0670852531492711	P00044	Cytochrome c iso-1	CYC1	FALSE	FALSE
0.929132763594389	0.070867236405611	P00045	Cytochrome c iso-2	CYC7	FALSE	FALSE
0.990250339508057	0.00974966049194337	P00127	Cytochrome b-c1 complex subunit 6 (Complex III subunit 6) (Complex III subunit VI) (Cytochrome c1 non-heme 17 kDa protein) (Mitochondrial hinge protein) (Ubiquinol-cytochrome c reductase complex 17 kDa protein)	QCR6	FALSE	FALSE
0.981976757645607	0.018023242354393	P00128	Cytochrome b-c1 complex subunit 7 (Complex III subunit 7) (Complex III subunit VII) (Ubiquinol-cytochrome c reductase c reductase complex 14 kDa protein)	QCR7	FALSE	FALSE
0.963051462471485	0.0369485375285149	P00163	Cytochrome b (Complex III subunit 3) (Complex III subunit CYTB) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Cytochrome b-c1 complex subunit CYTB) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit)	COB	FALSE	FALSE
0.969214779287577	0.0307852207124233	P00175	Cytochrome b2, mitochondrial (EC 1.1.2.3) (L-lactate dehydrogenase [Cytochrome]) (L-lactate ferricytochrome C oxidoreductase) (L-LCR)	CYB2	FALSE	FALSE
0.343417605757713	0.656582394242287	P00330	Alcohol dehydrogenase 1 (EC 1.1.1.1) (Alcohol dehydrogenase I) (YADH-1)	ADH1	TRUE	TRUE
0.319194220304489	0.680805779695511	P00331	Alcohol dehydrogenase 2 (EC 1.1.1.1) (Alcohol dehydrogenase II) (YADH-2)	ADH2	TRUE	TRUE
0.135822129771113	0.864177870228887	P00358	Glyceraldehyde-3-phosphate dehydrogenase 2 (GAPDH 2) (EC 1.2.1.12)	TDH2	TRUE	TRUE
0.0901554630696774	0.909844536930323	P00359	Glyceraldehyde-3-phosphate dehydrogenase 3 (GAPDH 3) (EC 1.2.1.12)	TDH3	TRUE	TRUE
0.159155463203788	0.840844536796212	P00360	Glyceraldehyde-3-phosphate dehydrogenase 1 (GAPDH 1) (EC 1.2.1.12)	TDH1	TRUE	TRUE
0.513060630112886	0.486939369887114	P00401	Cytochrome c oxidase subunit 1 (EC 1.9.3.1) (Cytochrome c oxidase polypeptide I)	COX1	TRUE	TRUE
0.970279813706875	0.0297201862931251	P00410	Cytochrome c oxidase subunit 2 (EC 1.9.3.1) (Cytochrome c oxidase polypeptide II)	COX2	FALSE	FALSE
0.974356925189495	0.0256430748105049	P00420	Cytochrome c oxidase subunit 3 (EC 1.9.3.1) (Cytochrome c oxidase polypeptide III)	COX3	FALSE	FALSE
0.992045445740223	0.00795455425977709	P00424	Cytochrome c oxidase polypeptide 5A, mitochondrial (EC 1.9.3.1) (Cytochrome c oxidase polypeptide Va)	COX5A	FALSE	FALSE
0.993478313982487	0.00652168601751324	P00425	Cytochrome c oxidase polypeptide 5B, mitochondrial (EC 1.9.3.1) (Cytochrome c oxidase polypeptide Vb)	COX5B	FALSE	FALSE
0.995069206655026	0.00493079334497448	P00427	Cytochrome c oxidase subunit 6, mitochondrial (EC 1.9.3.1) (Cytochrome c oxidase polypeptide VI)	COX6	FALSE	FALSE
0.972915374934673	0.0270846250653267	P00431	Cytochrome c peroxidase, mitochondrial (CCP) (EC 1.11.1.5)	CCP1	FALSE	FALSE
0.337643724530935	0.662356275469065	P00445	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	SOD1	TRUE	TRUE
0.981206978261471	0.0187930217385293	P00447	Superoxide dismutase [Mn], mitochondrial (EC 1.15.1.1)	SOD2	FALSE	FALSE
0.960351994931698	0.0396480050683021	P00498	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	HIS1	FALSE	FALSE
