FALSE.	TRUE.	uniprotKb	protein	gene	isSumo	predict
0.874172474443913	0.125827525556087	A1A519	Protein FAM170A (Zinc finger domain-containing protein) (Zinc finger protein ZNFD)	FAM170A ZNFD	FALSE	FALSE
0.965223971605301	0.0347760283946991	A1A5B4	Anoctamin-9 (Transmembrane protein 16J) (Tumor protein p53-inducible protein 5) (p53-induced gene 5 protein)	ANO9 PIG5 TMEM16J TP53I5	FALSE	FALSE
0.96835980206728	0.0316401979327202	A1E959	Odontogenic ameloblast-associated protein (Apin)	ODAM APIN	FALSE	FALSE
0.962242582440376	0.0377574175596237	A1KZ92	Peroxidasin-like protein (EC 1.11.1.7) (Cardiac peroxidase) (Vascular peroxidase 2) (polysomal ribonuclease 1) (PRM1)	PXDNL VPO2	FALSE	FALSE
0.952098799943924	0.047901200056076	A1L167	Ubiquitin-conjugating enzyme E2Q-like protein 1 (EC 2.3.2.23) (E2Q-like ubiquitin-conjugating enzyme 1)	UBE2QL1	FALSE	FALSE
0.963146765232086	0.0368532347679138	A1L3X0	Elongation of very long chain fatty acids protein 7 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL7) (ELOVL fatty acid elongase 7) (ELOVL FA elongase 7) (Very long chain 3-ketoacyl-CoA synthase 7) (Very long chain 3-oxoacyl-CoA synthase 7)	ELOVL7	FALSE	FALSE
0.966135670244694	0.0338643297553063	A1L4H1	Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D (Soluble scavenger protein with 5 SRCR domains) (SSc5D)	SSC5D	FALSE	FALSE
0.959765735268593	0.0402342647314071	A1L4K1	Fibronectin type III and SPRY domain-containing protein 2 (SPRY domain-containing protein 1)	FSD2 SPRYD1	FALSE	FALSE
0.806400875002146	0.193599124997854	A1X283	SH3 and PX domain-containing protein 2B (Adapter protein HOFI) (Factor for adipocyte differentiation 49) (Tyrosine kinase substrate with four SH3 domains)	SH3PXD2B FAD49 KIAA1295 TKS4	TRUE	FALSE
0.952567750513554	0.0474322494864464	A1Z1Q3	O-acetyl-ADP-ribose deacetylase MACROD2 (EC 3.2.2.-) (EC 3.5.1.-) (MACRO domain-containing protein 2) ([Protein ADP-ribosylglutamate] hydrolase)	MACROD2 C20orf133	FALSE	FALSE
0.926326581686735	0.0736734183132648	A2A288	Probable ribonuclease ZC3H12D (EC 3.1.-.-) (MCP-induced protein 4) (Transformed follicular lymphoma) (Zinc finger CCCH domain-containing protein 12D) (p34)	ZC3H12D C6orf95 MCPIP4 TFL	FALSE	FALSE
0.958086047172546	0.0419139528274536	A2IDD5	Coiled-coil domain-containing protein 78 (hsCCDC78)	CCDC78 C16orf25 JFP10	FALSE	FALSE
0.83028221257031	0.16971778742969	A2RRP1	Neuroblastoma-amplified sequence (Neuroblastoma-amplified gene protein)	NBAS NAG	FALSE	FALSE
0.950996675789356	0.0490033242106438	A2RU30	Protein TESPA1 (Thymocyte-expressed positive selection-associated protein 1)	TESPA1 KIAA0748 HSPC257	FALSE	FALSE
0.86770771548152	0.13229228451848	A2RUC4	tRNA wybutosine-synthesizing protein 5 (hTYW5) (EC 1.14.11.42) (tRNA(Phe) (7-(3-amino-3-carboxypropyl)wyosine(37)-C(2))-hydroxylase)	TYW5 C2orf60	FALSE	FALSE
0.931386238336563	0.0686137616634369	A2VDJ0	Transmembrane protein 131-like	KIAA0922 TMEM131L	FALSE	FALSE
0.95738931119442	0.0426106888055802	A2VEC9	SCO-spondin	SSPO KIAA2036	FALSE	FALSE
0.954910517632961	0.0450894823670387	A4D0S4	Laminin subunit beta-4 (Laminin beta-1-related protein)	LAMB4	FALSE	FALSE
0.967717153728008	0.0322828462719917	A4D126	Isoprenoid synthase domain-containing protein (EC 2.7.7.-) (2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase-like protein)	ISPD	FALSE	FALSE
0.966332468390465	0.0336675316095352	A4D1B5	Gamma-secretase-activating protein (GSAP) (Protein pigeon homolog) [Cleaved into: Gamma-secretase-activating protein 16 kDa C-terminal form (GSAP-16K)]	GSAP PION	FALSE	FALSE
0.781704344823956	0.218295655176044	A4D1E9	GTP-binding protein 10 (Protein obg homolog 2) (ObgH2)	GTPBP10 OBGH2 UG0751c10	FALSE	FALSE
0.884231433719397	0.115768566280603	A4UGR9	Xin actin-binding repeat-containing protein 2 (Beta-xin) (Cardiomyopathy-associated protein 3) (Xeplin)	XIRP2 CMYA3	FALSE	FALSE
0.968630378842354	0.0313696211576462	A5D8T8	C-type lectin domain family 18 member A (Mannose receptor-like protein 2)	CLEC18A MRLP2	FALSE	FALSE
0.938199207484722	0.0618007925152778	A5D8V6	Vacuolar protein sorting-associated protein 37C (hVps37C) (ESCRT-I complex subunit VPS37C)	VPS37C PML39	FALSE	FALSE
0.929609849452972	0.0703901505470276	A5D8V7	Coiled-coil domain-containing protein 151	CCDC151	FALSE	FALSE
0.722041474953294	0.277958525046706	A5LHX3	Proteasome subunit beta type-11 (EC 3.4.25.1) (Proteasome subunit beta-5t)	PSMB11	FALSE	TRUE
0.961784517765045	0.0382154822349549	A5PKW4	PH and SEC7 domain-containing protein 1 (Exchange factor for ARF6) (Pleckstrin homology and SEC7 domain-containing protein 1)	PSD EFA6 KIAA2011 PSD1 TYL	FALSE	FALSE
0.967258463799954	0.0327415362000465	A5X5Y0	5-hydroxytryptamine receptor 3E (5-HT3-E) (5-HT3E) (Serotonin receptor 3E)	HTR3E	FALSE	FALSE
0.50625	0.49375	A5YKK6	CCR4-NOT transcription complex subunit 1 (CCR4-associated factor 1) (Negative regulator of transcription subunit 1 homolog) (NOT1H) (hNOT1)	CNOT1 CDC39 KIAA1007 NOT1 AD-005	FALSE	TRUE
0.933082444518805	0.0669175554811955	A5YM72	Carnosine synthase 1 (EC 6.3.2.11) (ATP-grasp domain-containing protein 1)	CARNS1 ATPGD1 KIAA1394	FALSE	FALSE
0.967735950648785	0.0322640493512154	A6BM72	Multiple epidermal growth factor-like domains protein 11 (Multiple EGF-like domains protein 11)	MEGF11 KIAA1781 UNQ1949/PRO4432	FALSE	FALSE
0.665731116719544	0.334268883280456	A6H8Y1	Transcription factor TFIIIB component B'' homolog (Transcription factor IIIB 150) (TFIIIB150) (Transcription factor-like nuclear regulator)	BDP1 KIAA1241 KIAA1689 TFNR	FALSE	TRUE
0.821560784876347	0.178439215123653	A6NCS4	Homeobox protein Nkx-2.6 (Homeobox protein NK-2 homolog F)	NKX2-6 NKX2F	FALSE	FALSE
0.878578708469868	0.121421291530132	A6ND36	Protein FAM83G (Protein associated with SMAD1)	FAM83G PAWS1	FALSE	FALSE
0.947385610938072	0.0526143890619278	A6NDG6	Glycerol-3-phosphate phosphatase (G3PP) (EC 3.1.3.21) (Aspartate-based ubiquitous Mg(2+)-dependent phosphatase) (AUM) (EC 3.1.3.48) (Phosphoglycolate phosphatase) (PGP)	PGP	FALSE	FALSE
0.95966219291091	0.0403378070890903	A6NDV4	Transmembrane protein 8B (Nasopharyngeal carcinoma-associated gene 6 protein) (Protein NAG-5) (Protein NGX6)	TMEM8B C9orf127 NGX6	FALSE	FALSE
0.966184633672237	0.0338153663277626	A6NFA1	Metalloprotease TIKI2 (EC 3.4.-.-) (Heart, kidney and adipose-enriched transmembrane protein homolog) (TRAB domain-containing protein 2B)	TRABD2B HKAT TIKI2	FALSE	FALSE
0.955322059392929	0.044677940607071	A6NFQ2	TRPM8 channel-associated factor 2 (TRP channel-associated factor 2)	TCAF2 FAM115C FAM139A	FALSE	FALSE
0.953744844198227	0.0462551558017731	A6NGG8	Uncharacterized protein C2orf71	C2orf71	FALSE	FALSE
0.96604902356863	0.0339509764313698	A6NGU5	Putative gamma-glutamyltranspeptidase 3 (GGT 3) (EC 2.3.2.2) (Gamma-glutamyltransferase 3) (Glutathione hydrolase 3) (EC 3.4.19.13) [Cleaved into: Putative gamma-glutamyltranspeptidase 3 heavy chain; Putative gamma-glutamyltranspeptidase 3 light chain]	GGT3P GGT3	FALSE	FALSE
0.193206724394113	0.806793275605887	A6NHR9	Structural maintenance of chromosomes flexible hinge domain-containing protein 1 (SMC hinge domain-containing protein 1)	SMCHD1 KIAA0650	TRUE	TRUE
0.96869147747755	0.0313085225224495	A6NI73	Leukocyte immunoglobulin-like receptor subfamily A member 5 (CD85 antigen-like family member F) (Immunoglobulin-like transcript 11) (ILT-11) (Leukocyte immunoglobulin-like receptor 9) (LIR-9) (CD antigen CD85f)	LILRA5 ILT11 LILRB7 LIR9	FALSE	FALSE
0.957623276412487	0.042376723587513	A6NIH7	Protein unc-119 homolog B	UNC119B	FALSE	FALSE
0.86597218491137	0.13402781508863	A6NIX2	Wilms tumor protein 1-interacting protein (WT1-interacting protein)	WTIP	FALSE	FALSE
0.936759470403194	0.0632405295968056	A6NK06	Cis-aconitate decarboxylase (CAD) (EC 4.1.1.6) (Aconitate decarboxylase) (Aconitate decarboxylase 1) (Cis-aconitic acid decarboxylase) (Immune-responsive gene 1 protein)	ACOD1 IRG1	FALSE	FALSE
0.94870421141386	0.0512957885861397	A6NMZ7	Collagen alpha-6(VI) chain	COL6A6	FALSE	FALSE
0.968934449255466	0.0310655507445335	A6NNB3	Interferon-induced transmembrane protein 5 (Bone-restricted interferon-induced transmembrane protein-like protein) (BRIL) (Dispanin subfamily A member 1) (DSPA1)	IFITM5	FALSE	FALSE
0.839750344157219	0.160249655842781	A7E2Y1	Myosin-7B (Antigen MLAA-21) (Myosin cardiac muscle beta chain) (Myosin heavy chain 7B, cardiac muscle beta isoform) (Slow A MYH14)	MYH7B KIAA1512	FALSE	FALSE
0.921460003554821	0.078539996445179	A7KAX9	Rho GTPase-activating protein 32 (Brain-specific Rho GTPase-activating protein) (GAB-associated Cdc42/Rac GTPase-activating protein) (GC-GAP) (GTPase regulator interacting with TrkA) (Rho-type GTPase-activating protein 32) (Rho/Cdc42/Rac GTPase-activating protein RICS) (RhoGAP involved in the beta-catenin-N-cadherin and NMDA receptor signaling) (p200RhoGAP) (p250GAP)	ARHGAP32 GRIT KIAA0712 RICS	FALSE	FALSE
0.755716720595956	0.244283279404044	A8CG34	Nuclear envelope pore membrane protein POM 121C (Nuclear pore membrane protein 121-2) (POM121-2) (Pore membrane protein of 121 kDa C)	POM121C	FALSE	TRUE
0.92881952226162	0.0711804777383804	A8K0Z3	WAS protein family homolog 1 (CXYorf1-like protein on chromosome 9) (Protein FAM39E)	WASH1 FAM39E	FALSE	FALSE
0.937265729904175	0.0627342700958252	A8K2U0	Alpha-2-macroglobulin-like protein 1 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 9)	A2ML1 CPAMD9	FALSE	FALSE
0.96880554318428	0.0311944568157196	A8K4G0	CMRF35-like molecule 7 (CLM-7) (CD300 antigen-like family member B) (CMRF35-A2) (Immune receptor expressed on myeloid cells 3) (IREM-3) (Leukocyte mono-Ig-like receptor 5) (Triggering receptor expressed on myeloid cells 5) (TREM-5) (CD antigen CD300b)	CD300LB CD300B CLM7 CMRF35A2 IREM3 LMIR5 TREM5 UNQ2530/PRO6029	FALSE	FALSE
0.94840281277895	0.0515971872210502	A8K7I4	Calcium-activated chloride channel regulator 1 (EC 3.4.-.-) (Calcium-activated chloride channel family member 1) (hCLCA1) (Calcium-activated chloride channel protein 1) (CaCC-1) (hCaCC-1)	CLCA1 CACC1	FALSE	FALSE
0.903558852821589	0.0964411471784115	A8K8P3	Protein SFI1 homolog (hSFI1)	SFI1 KIAA0542	FALSE	FALSE
0.957787725627422	0.0422122743725777	A8MQ27	E3 ubiquitin-protein ligase NEURL1B (EC 6.3.2.-) (Neuralized-2) (NEUR2) (Neuralized-like protein 1B) (Neuralized-like protein 3)	NEURL1B NEURL3	FALSE	FALSE
0.928243011310697	0.0717569886893034	A8MT69	Centromere protein X (CENP-X) (FANCM-interacting histone fold protein 2) (Fanconi anemia-associated polypeptide of 10 kDa) (Retinoic acid-inducible gene D9 protein homolog) (Stimulated by retinoic acid gene 13 protein homolog)	STRA13 CENPX FAAP10 MHF2	FALSE	FALSE
0.839303323253989	0.160696676746011	A8MTJ3	Guanine nucleotide-binding protein G(t) subunit alpha-3 (Gustducin alpha-3 chain)	GNAT3	FALSE	FALSE
0.965636489391327	0.034363510608673	A8MTZ0	BBSome-interacting protein 1 (BBSome-interacting protein of 10 kDa)	BBIP1 BBIP10 NCRNA00081	FALSE	FALSE
0.95185534209013	0.0481446579098701	A8MVW5	HEPACAM family member 2 (Mitotic kinetics regulator)	HEPACAM2 MIKI UNQ305/PRO346	FALSE	FALSE
0.956915246546268	0.0430847534537315	A8MW95	Beclin-2 (Beclin-1 autophagy-related pseudogene 1) (Beclin-1-like protein 1)	BECN2 BECN1L1 BECN1P1	FALSE	FALSE
0.963277048170567	0.0367229518294334	A8MYU2	Potassium channel subfamily U member 1 (Calcium-activated potassium channel subunit alpha-3) (Calcium-activated potassium channel, subfamily M subunit alpha-3) (KCa5) (Slowpoke homolog 3)	KCNU1 KCNMA3 KCNMC1 SLO3	FALSE	FALSE
0.942200556993484	0.0577994430065155	A8TX70	Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain) (von Willebrand factor A domain-containing protein 4)	COL6A5 COL29A1 VWA4	FALSE	FALSE
0.88453795671463	0.11546204328537	A9UHW6	MIF4G domain-containing protein (SLBP-interacting protein 1) (hSLIP1)	MIF4GD SLIP1	FALSE	FALSE
0.610624319314957	0.389375680685043	A9YTQ3	Aryl hydrocarbon receptor repressor (AhR repressor) (AhRR) (Class E basic helix-loop-helix protein 77) (bHLHe77)	AHRR BHLHE77 KIAA1234	TRUE	TRUE
0.436738062538207	0.563261937461793	B0I1T2	Unconventional myosin-Ig [Cleaved into: Minor histocompatibility antigen HA-2 (mHag HA-2)]	MYO1G HA2	TRUE	TRUE
0.958568980097771	0.0414310199022293	B0YJ81	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 1 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase 1) (HACD1) (Cementum-attachment protein) (CAP) (Protein-tyrosine phosphatase-like member A)	HACD1 PTPLA	FALSE	FALSE
0.946166309714317	0.0538336902856826	B1AK53	Espin (Autosomal recessive deafness type 36 protein) (Ectoplasmic specialization protein)	ESPN DFNB36 LP2654	FALSE	FALSE
0.843426325321198	0.156573674678802	B2RTY4	Unconventional myosin-IXa (Unconventional myosin-9a)	MYO9A MYR7	TRUE	FALSE
0.934170782715082	0.0658292172849179	B2RXH2	Lysine-specific demethylase 4E (EC 1.14.11.-) (KDM4D-like protein) (Lysine-specific demethylase 4D-like)	KDM4E KDM4DL	FALSE	FALSE
0.968630378842354	0.0313696211576462	B7U540	Inward rectifier potassium channel 18 (Inward rectifier K(+) channel Kir2.6) (Potassium channel, inwardly rectifying subfamily J member 18)	KCNJ18	FALSE	FALSE
0.92124814748764	0.0787518525123596	B7ZAQ6	Golgi pH regulator A (Protein GPR89A) (Putative MAPK-activating protein PM01) (Putative NF-kappa-B-activating protein 90)	GPR89A GPHRA GPR89 SH120 CGI-13 UNQ192/PRO218	FALSE	FALSE
0.944245680570602	0.0557543194293976	C4AMC7	Putative WAS protein family homolog 3 (Protein FAM39DP)	WASH3P FAM39DP	FALSE	FALSE
0.940798698365688	0.0592013016343117	C9JRZ8	Aldo-keto reductase family 1 member B15 (EC 1.1.1.-) (Estradiol 17-beta-dehydrogenase AKR1B15) (EC 1.1.1.62)	AKR1B15	FALSE	FALSE
0.968786276876926	0.0312137231230736	D3W0D1	Killer cell lectin-like receptor subfamily F member 2 (Lectin-like receptor F2) (Activating coreceptor NKp65)	KLRF2	FALSE	FALSE
0.957156436145306	0.0428435638546943	D6RGH6	Multicilin (Multiciliate differentiation and DNA synthesis-associated cell cycle protein) (Protein Idas)	MCIDAS IDAS MCI MCIN	FALSE	FALSE
0.968742714524269	0.0312572854757309	K9M1U5	Interferon lambda-4 (IFN-lambda-4)	IFNL4	FALSE	FALSE
0.948318617641926	0.0516813823580742	O00115	Deoxyribonuclease-2-alpha (EC 3.1.22.1) (Acid DNase) (Deoxyribonuclease II alpha) (DNase II alpha) (Lysosomal DNase II) (R31240_2)	DNASE2 DNASE2A DNL2	FALSE	FALSE
0.743509835079312	0.256490164920688	O00116	Alkyldihydroxyacetonephosphate synthase, peroxisomal (Alkyl-DHAP synthase) (EC 2.5.1.26) (Aging-associated gene 5 protein) (Alkylglycerone-phosphate synthase)	AGPS AAG5	TRUE	TRUE
0.946705141365528	0.0532948586344719	O00124	UBX domain-containing protein 8 (Reproduction 8 protein) (Rep-8 protein) (UBX domain-containing protein 6)	UBXN8 D8S2298E REP8 UBXD6	FALSE	FALSE
0.819615272730589	0.180384727269411	O00139	Kinesin-like protein KIF2A (Kinesin-2) (hK2)	KIF2A KIF2 KNS2	FALSE	FALSE
0.890413813591003	0.109586186408997	O00141	Serine/threonine-protein kinase Sgk1 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 1)	SGK1 SGK	FALSE	FALSE
0.967963358163834	0.0320366418361664	O00142	Thymidine kinase 2, mitochondrial (EC 2.7.1.21) (Mt-TK)	TK2	FALSE	FALSE
0.95795044451952	0.0420495554804802	O00144	Frizzled-9 (Fz-9) (hFz9) (FzE6) (CD antigen CD349)	FZD9 FZD3	FALSE	FALSE
0.431559524536133	0.568440475463867	O00148	ATP-dependent RNA helicase DDX39A (EC 3.6.4.13) (DEAD box protein 39) (Nuclear RNA helicase URH49)	DDX39A DDX39	TRUE	TRUE
0.848849752768874	0.151150247231126	O00151	PDZ and LIM domain protein 1 (C-terminal LIM domain protein 1) (Elfin) (LIM domain protein CLP-36)	PDLIM1 CLIM1 CLP36	FALSE	FALSE
0.762994675189257	0.237005324810743	O00154	Cytosolic acyl coenzyme A thioester hydrolase (EC 3.1.2.2) (Acyl-CoA thioesterase 7) (Brain acyl-CoA hydrolase) (BACH) (CTE-IIa) (CTE-II) (Long chain acyl-CoA thioester hydrolase)	ACOT7 BACH	TRUE	FALSE
0.277886164449155	0.722113835550845	O00159	Unconventional myosin-Ic (Myosin I beta) (MMI-beta) (MMIb)	MYO1C	TRUE	TRUE
0.823374883309007	0.176625116690993	O00161	Synaptosomal-associated protein 23 (SNAP-23) (Vesicle-membrane fusion protein SNAP-23)	SNAP23	FALSE	FALSE
0.916842930540442	0.0831570694595576	O00165	HCLS1-associated protein X-1 (HS1-associating protein X-1) (HAX-1) (HS1-binding protein 1) (HSP1BP-1)	HAX1 HS1BP1	FALSE	FALSE
0.919096092730761	0.0809039072692395	O00167	Eyes absent homolog 2 (EC 3.1.3.48)	EYA2 EAB1	FALSE	FALSE
0.961771685183048	0.0382283148169518	O00168	Phospholemman (FXYD domain-containing ion transport regulator 1)	FXYD1 PLM	FALSE	FALSE
0.914321658313274	0.0856783416867256	O00170	AH receptor-interacting protein (AIP) (Aryl-hydrocarbon receptor-interacting protein) (HBV X-associated protein 2) (XAP-2) (Immunophilin homolog ARA9)	AIP XAP2	FALSE	FALSE
0.965524809062481	0.0344751909375191	O00175	C-C motif chemokine 24 (CK-beta-6) (Eosinophil chemotactic protein 2) (Eotaxin-2) (Myeloid progenitor inhibitory factor 2) (MPIF-2) (Small-inducible cytokine A24)	CCL24 MPIF2 SCYA24	FALSE	FALSE
0.963102734982967	0.0368972650170326	O00180	Potassium channel subfamily K member 1 (Inward rectifying potassium channel protein TWIK-1) (Potassium channel K2P1) (Potassium channel KCNO1)	KCNK1 HOHO1 KCNO1 TWIK1	FALSE	FALSE
0.887374998629093	0.112625001370907	O00182	Galectin-9 (Gal-9) (Ecalectin) (Tumor antigen HOM-HD-21)	LGALS9	FALSE	FALSE
0.803579633757472	0.196420366242528	O00186	Syntaxin-binding protein 3 (Platelet Sec1 protein) (PSP) (Protein unc-18 homolog 3) (Unc18-3) (Protein unc-18 homolog C) (Unc-18C)	STXBP3	FALSE	FALSE
0.961149533987045	0.0388504660129547	O00187	Mannan-binding lectin serine protease 2 (EC 3.4.21.104) (MBL-associated serine protease 2) (Mannose-binding protein-associated serine protease 2) (MASP-2) [Cleaved into: Mannan-binding lectin serine protease 2 A chain; Mannan-binding lectin serine protease 2 B chain]	MASP2	FALSE	FALSE
0.923183060288429	0.0768169397115708	O00189	AP-4 complex subunit mu-1 (AP-4 adaptor complex mu subunit) (Adaptor-related protein complex 4 subunit mu-1) (Mu subunit of AP-4) (Mu-adaptin-related protein 2) (mu-ARP2) (Mu4-adaptin) (mu4)	AP4M1 MUARP2	FALSE	FALSE
0.923554635345936	0.0764453646540642	O00192	Armadillo repeat protein deleted in velo-cardio-facial syndrome	ARVCF	FALSE	FALSE
0.956999177336693	0.0430008226633072	O00194	Ras-related protein Rab-27B (C25KG)	RAB27B	FALSE	FALSE
0.966361819803715	0.0336381801962853	O00198	Activator of apoptosis harakiri (BH3-interacting domain-containing protein 3) (Neuronal death protein DP5)	HRK BID3	FALSE	FALSE
0.818887495473027	0.181112504526973	O00203	AP-3 complex subunit beta-1 (Adaptor protein complex AP-3 subunit beta-1) (Adaptor-related protein complex 3 subunit beta-1) (Beta-3A-adaptin) (Clathrin assembly protein complex 3 beta-1 large chain)	AP3B1 ADTB3A	FALSE	FALSE
0.965627110898495	0.0343728891015053	O00204	Sulfotransferase family cytosolic 2B member 1 (ST2B1) (Sulfotransferase 2B1) (EC 2.8.2.2) (Alcohol sulfotransferase) (Hydroxysteroid sulfotransferase 2)	SULT2B1 HSST2	FALSE	FALSE
0.959108809828758	0.0408911901712418	O00206	Toll-like receptor 4 (hToll) (CD antigen CD284)	TLR4	FALSE	FALSE
0.894232066571713	0.105767933428287	O00212	Rho-related GTP-binding protein RhoD (Rho-related protein HP1) (RhoHP1)	RHOD ARHD	FALSE	FALSE
0.696061085909605	0.303938914090395	O00213	Amyloid beta A4 precursor protein-binding family B member 1 (Protein Fe65)	APBB1 FE65 RIR	FALSE	TRUE
0.928543556332588	0.0714564436674118	O00214	Galectin-8 (Gal-8) (Po66 carbohydrate-binding protein) (Po66-CBP) (Prostate carcinoma tumor antigen 1) (PCTA-1)	LGALS8	FALSE	FALSE
0.955607340335846	0.0443926596641541	O00217	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (EC 1.6.5.3) (EC 1.6.99.3) (Complex I-23kD) (CI-23kD) (NADH-ubiquinone oxidoreductase 23 kDa subunit) (TYKY subunit)	NDUFS8	FALSE	FALSE
0.948967346251011	0.0510326537489891	O00219	Hyaluronan synthase 3 (EC 2.4.1.212) (Hyaluronate synthase 3) (Hyaluronic acid synthase 3) (HA synthase 3)	HAS3	FALSE	FALSE
0.909407687038183	0.0905923129618168	O00220	Tumor necrosis factor receptor superfamily member 10A (Death receptor 4) (TNF-related apoptosis-inducing ligand receptor 1) (TRAIL receptor 1) (TRAIL-R1) (CD antigen CD261)	TNFRSF10A APO2 DR4 TRAILR1	FALSE	FALSE
0.918811340630054	0.0811886593699456	O00221	NF-kappa-B inhibitor epsilon (NF-kappa-BIE) (I-kappa-B-epsilon) (IkB-E) (IkB-epsilon) (IkappaBepsilon)	NFKBIE IKBE	FALSE	FALSE
0.959369375407696	0.0406306245923043	O00222	Metabotropic glutamate receptor 8 (mGluR8)	GRM8 GPRC1H MGLUR8	FALSE	FALSE
0.220048425421119	0.779951574578881	O00231	26S proteasome non-ATPase regulatory subunit 11 (26S proteasome regulatory subunit RPN6) (26S proteasome regulatory subunit S9) (26S proteasome regulatory subunit p44.5)	PSMD11	TRUE	TRUE
0.10559512808919	0.89440487191081	O00232	26S proteasome non-ATPase regulatory subunit 12 (26S proteasome regulatory subunit RPN5) (26S proteasome regulatory subunit p55)	PSMD12	TRUE	TRUE
0.327908541746438	0.672091458253562	O00233	26S proteasome non-ATPase regulatory subunit 9 (26S proteasome regulatory subunit p27)	PSMD9	FALSE	TRUE
0.93723931312561	0.0627606868743896	O00237	E3 ubiquitin-protein ligase RNF103 (EC 6.3.2.-) (KF-1) (hKF-1) (RING finger protein 103) (Zinc finger protein 103 homolog) (Zfp-103)	RNF103 ZFP103	FALSE	FALSE
0.950301435887814	0.0496985641121864	O00238	Bone morphogenetic protein receptor type-1B (BMP type-1B receptor) (BMPR-1B) (EC 2.7.11.30) (CD antigen CDw293)	BMPR1B	FALSE	FALSE
0.966667927503586	0.0333320724964142	O00241	Signal-regulatory protein beta-1 (SIRP-beta-1) (CD172 antigen-like family member B) (CD antigen CD172b)	SIRPB1	FALSE	FALSE
0.926390027105808	0.0736099728941917	O00244	Copper transport protein ATOX1 (Metal transport protein ATX1)	ATOX1 HAH1	FALSE	FALSE
0.969019485116005	0.030980514883995	O00253	Agouti-related protein	AGRP AGRT ART	FALSE	FALSE
0.963950126171112	0.0360498738288879	O00254	Proteinase-activated receptor 3 (PAR-3) (Coagulation factor II receptor-like 2) (Thrombin receptor-like 2)	F2RL2 PAR3	FALSE	FALSE
0.846908347159624	0.153091652840376	O00255	Menin	MEN1 SCG2	FALSE	FALSE
0.410180027782917	0.589819972217083	O00257	E3 SUMO-protein ligase CBX4 (EC 6.3.2.-) (Chromobox protein homolog 4) (Polycomb 2 homolog) (Pc2) (hPc2)	CBX4	TRUE	TRUE
0.871981852948666	0.128018147051334	O00264	Membrane-associated progesterone receptor component 1 (mPR)	PGRMC1 HPR6.6 PGRMC	TRUE	FALSE
0.117252417244017	0.882747582755983	O00267	Transcription elongation factor SPT5 (hSPT5) (DRB sensitivity-inducing factor 160 kDa subunit) (DSIF p160) (DRB sensitivity-inducing factor large subunit) (DSIF large subunit) (Tat-cotransactivator 1 protein) (Tat-CT1 protein)	SUPT5H SPT5 SPT5H	TRUE	TRUE
